Country,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption
Israel,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Israel,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Costa Rica,7.226,0.04454,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,3.17728,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Costa Rica,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Austria,7.2,0.03751,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.5332,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Austria,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Mexico,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Mexico,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United States,7.119,0.03839,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United States,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Brazil,6.983,0.04076,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Brazil,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Luxembourg,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Luxembourg,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Ireland,6.94,0.03676,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Ireland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Belgium,6.937,0.03595,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Belgium,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United Arab Emirates,6.901,0.03729,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United Arab Emirates,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
United Kingdom,6.867,0.01866,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,United Kingdom,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Oman,6.853,0.05335,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2.47489,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Oman,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Venezuela,6.81,0.06476,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Venezuela,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Singapore,6.798,0.0378,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Singapore,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Panama,6.786,0.0491,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Panama,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Germany,6.75,0.01848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Germany,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Chile,6.67,0.058,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Chile,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Qatar,6.611,0.06257,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Qatar,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
France,6.575,0.03512,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,France,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Argentina,6.574,0.04612,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Argentina,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Czech Republic,6.505,0.04168,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Czech Republic,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Uruguay,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Uruguay,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Colombia,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Colombia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Thailand,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Thailand,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Saudi Arabia,6.411,0.04633,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Saudi Arabia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Spain,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Spain,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Malta,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Malta,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Taiwan,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Taiwan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kuwait,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kuwait,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Suriname,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Suriname,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Trinidad and Tobago,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Trinidad and Tobago,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
El Salvador,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,El Salvador,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Guatemala,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Guatemala,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Uzbekistan,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Uzbekistan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Slovakia,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Slovakia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Japan,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Japan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
South Korea,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,South Korea,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Ecuador,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Ecuador,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Bahrain,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Bahrain,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Italy,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Italy,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Bolivia,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Bolivia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Moldova,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Moldova,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Paraguay,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Paraguay,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kazakhstan,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kazakhstan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Slovenia,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Slovenia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Lithuania,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Lithuania,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Nicaragua,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Nicaragua,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Peru,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Peru,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Belarus,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Belarus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Poland,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Poland,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Malaysia,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Malaysia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Croatia,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Croatia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Libya,5.754,0.07832,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Libya,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Russia,5.716,0.03135,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Russia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Jamaica,5.709,0.13693,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Jamaica,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
North Cyprus,5.695,0.05635,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,North Cyprus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Cyprus,5.689,0.0558,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Cyprus,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Algeria,5.605,0.05099,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Algeria,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Kosovo,5.589,0.05018,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Kosovo,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Turkmenistan,5.548,0.04175,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Turkmenistan,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Mauritius,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Mauritius,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Hong Kong,5.474,0.05051,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.65429,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Hong Kong,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Estonia,5.429,0.04013,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Estonia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
Indonesia,5.399,0.02596,0.82827,1.08708,0.63793,0.46611,0.0,0.51535,1.86399,5.282394904458599,5.481974522292994,5.354019355773926,5.45232571747851,5.2557129940693414,0.9847182019463472,0.5513407826123219,0.12312022065142951,1.8502378056126252,Indonesia,5.39150641025641,0.898298076923077,1.211025641025641,0.6612948717948718,0.42353846153846153,0.11129903536977494
